Solution index,Edge index,Total cell-cell edges,Edges colored,Color percentage
0,1111,6567,5455,0.8306684939850769
10,1110,6567,5456,0.830820770519263
20,1111,6567,5455,0.8306684939850769
30,1111,6567,5455,0.8306684939850769
40,1099,6653,5553,0.8346610551630843
50,2389,6643,4253,0.6402227909077224
60,1099,6653,5553,0.8346610551630843
70,1099,6653,5553,0.8346610551630843
80,2389,6643,4253,0.6402227909077224
90,1110,6567,5456,0.830820770519263
100,1111,6567,5455,0.8306684939850769
110,2389,6643,4253,0.6402227909077224
120,1099,6653,5553,0.8346610551630843
130,1112,6567,5454,0.8305162174508908
140,1112,6567,5454,0.8305162174508908
150,1112,6567,5454,0.8305162174508908
160,1099,6653,5553,0.8346610551630843
170,1112,6567,5454,0.8305162174508908
180,1112,6567,5454,0.8305162174508908
190,1099,6653,5553,0.8346610551630843
200,2389,6643,4253,0.6402227909077224
210,2389,6643,4253,0.6402227909077224
220,1099,6653,5553,0.8346610551630843
230,1099,6653,5553,0.8346610551630843
240,1111,6567,5455,0.8306684939850769
250,2389,6643,4253,0.6402227909077224
260,1110,6567,5456,0.830820770519263
270,1099,6653,5553,0.8346610551630843
280,1099,6653,5553,0.8346610551630843
290,2389,6643,4253,0.6402227909077224
300,1103,6653,5549,0.8340598226364047
310,1110,6567,5456,0.830820770519263
320,1106,6653,5546,0.8336088982413948
330,1111,6567,5455,0.8306684939850769
340,1106,6653,5546,0.8336088982413948
350,1106,6653,5546,0.8336088982413948
360,2389,6643,4253,0.6402227909077224
370,2389,6643,4253,0.6402227909077224
380,2389,6643,4253,0.6402227909077224
390,1106,6653,5546,0.8336088982413948
400,2293,6643,4349,0.6546740930302574
410,2293,6643,4349,0.6546740930302574
420,1106,6653,5546,0.8336088982413948
430,1110,6567,5456,0.830820770519263
440,2293,6643,4349,0.6546740930302574
450,2293,6643,4349,0.6546740930302574
460,1105,6653,5547,0.8337592063730648
470,1106,6653,5546,0.8336088982413948
480,1111,6567,5455,0.8306684939850769
490,1111,6567,5455,0.8306684939850769
500,2293,6643,4349,0.6546740930302574
510,1106,6653,5546,0.8336088982413948
520,1106,6653,5546,0.8336088982413948
530,1110,6567,5456,0.830820770519263
540,1110,6567,5456,0.830820770519263
550,1111,6567,5455,0.8306684939850769
560,2293,6643,4349,0.6546740930302574
570,1111,6567,5455,0.8306684939850769
580,2293,6643,4349,0.6546740930302574
590,2293,6643,4349,0.6546740930302574
600,2293,6643,4349,0.6546740930302574
610,2293,6643,4349,0.6546740930302574
620,1106,6653,5546,0.8336088982413948
630,1106,6653,5546,0.8336088982413948
640,1106,6653,5546,0.8336088982413948
650,2293,6643,4349,0.6546740930302574
660,2293,6643,4349,0.6546740930302574
670,2292,6643,4350,0.6548246274273671
680,1111,6567,5455,0.8306684939850769
690,1106,6653,5546,0.8336088982413948
700,1111,6567,5455,0.8306684939850769
710,2293,6643,4349,0.6546740930302574
720,2293,6643,4349,0.6546740930302574
730,1106,6653,5546,0.8336088982413948
740,2293,6643,4349,0.6546740930302574
750,1111,6567,5455,0.8306684939850769
760,1105,6653,5547,0.8337592063730648
770,2293,6643,4349,0.6546740930302574
780,2292,6643,4350,0.6548246274273671
790,2292,6643,4350,0.6548246274273671
800,1106,6653,5546,0.8336088982413948
810,1110,6567,5456,0.830820770519263
820,1106,6653,5546,0.8336088982413948
830,2293,6643,4349,0.6546740930302574
840,1105,6653,5547,0.8337592063730648
850,1105,6653,5547,0.8337592063730648
860,1105,6653,5547,0.8337592063730648
870,1106,6653,5546,0.8336088982413948
880,2293,6643,4349,0.6546740930302574
890,1105,6653,5547,0.8337592063730648
900,1105,6653,5547,0.8337592063730648
910,2293,6643,4349,0.6546740930302574
920,1110,6567,5456,0.830820770519263
930,2293,6643,4349,0.6546740930302574
940,2293,6643,4349,0.6546740930302574
950,2293,6643,4349,0.6546740930302574
960,2293,6643,4349,0.6546740930302574
970,1106,6653,5546,0.8336088982413948
980,2293,6643,4349,0.6546740930302574
990,2293,6643,4349,0.6546740930302574
1000,1111,6567,5455,0.8306684939850769
1010,1106,6653,5546,0.8336088982413948
1020,2293,6643,4349,0.6546740930302574
1030,1105,6653,5547,0.8337592063730648
1040,1106,6653,5546,0.8336088982413948
1050,1112,6567,5454,0.8305162174508908
1060,1110,6567,5456,0.830820770519263
1070,2293,6643,4349,0.6546740930302574
1080,1105,6653,5547,0.8337592063730648
1090,2293,6643,4349,0.6546740930302574
1100,1111,6577,5465,0.8309259540824084
1110,1110,6584,5473,0.8312575941676792
1120,1111,6589,5477,0.8312338746395508
1130,1106,6653,5546,0.8336088982413948
1140,2293,6643,4349,0.6546740930302574
1150,2293,6643,4349,0.6546740930302574
1160,1111,6615,5503,0.8318972033257748
1170,2293,6643,4349,0.6546740930302574
1180,2293,6643,4349,0.6546740930302574
1190,2293,6643,4349,0.6546740930302574
1200,1107,6653,5545,0.8334585901097249
1210,1111,6676,5564,0.8334331935290593
1220,1111,6688,5576,0.833732057416268
1230,1105,6659,5553,0.8339089953446464
1240,2293,6643,4349,0.6546740930302574
1250,1106,6676,5569,0.8341821449970042
1260,1105,6685,5579,0.8345549738219895
1270,1106,6693,5586,0.834603316898252
1280,2296,6670,4373,0.6556221889055472
1290,1106,6678,5571,0.8342318059299192
1300,1104,6686,5581,0.8347292850732875
1310,1111,6773,5661,0.8358186918647571
